"COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"France","Unemployment rate","Percent","Quarterly","2020-Q1","8.1","Units"
"France","Unemployment rate","Percent","Quarterly","2020-Q2","6.833333333333333","Units"
"France","Unemployment rate","Percent","Quarterly","2020-Q3","8.933333333333333","Units"
"France","Unemployment rate","Percent","Quarterly","2020-Q4","8.266666666666667","Units"
"France","Unemployment rate","Percent","Quarterly","2021-Q1","8.333333333333333","Units"
"France","Unemployment rate","Percent","Quarterly","2021-Q2","7.633333333333333","Units"
"France","Unemployment rate","Percent","Quarterly","2021-Q3","7.933333333333333","Units"
"France","Unemployment rate","Percent","Quarterly","2021-Q4","7.6","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2004-Q1","4.3","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2004-Q2","4.333333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2004-Q3","4.733333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2004-Q4","5.066666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2005-Q1","5.533333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2005-Q2","5.4","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2005-Q3","5.166666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2005-Q4","5.233333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2006-Q1","5.966666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2006-Q2","4.1","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2006-Q3","3.966666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2006-Q4","4.266666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2007-Q1","4.866666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2007-Q2","3.4","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2007-Q3","3.966666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2007-Q4","3.566666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2008-Q1","4.6","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2008-Q2","3.166666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2008-Q3","3.566666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2008-Q4","3.333333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2009-Q1","4.633333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2009-Q2","5.233333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2009-Q3","5.5","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2009-Q4","6.1","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2010-Q1","7.4","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2010-Q2","6.5","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2010-Q3","5.866666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2010-Q4","5.466666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2011-Q1","7.533333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2011-Q2","7.266666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2011-Q3","7.833333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2011-Q4","9","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2012-Q1","11.16666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2012-Q2","11.36666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2012-Q3","12.1","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2012-Q4","12.76666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2013-Q1","15.93333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2013-Q2","15.5","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2013-Q3","16.26666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2013-Q4","16.03333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2014-Q1","16.96666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2014-Q2","15.46666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2014-Q3","16.06666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2014-Q4","16.03333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2015-Q1","17.66666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2015-Q2","14.63333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2015-Q3","14.7","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2015-Q4","12.7","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2016-Q1","14.03333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2016-Q2","12.13333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2016-Q3","12.93333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2016-Q4","12.86666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2017-Q1","13.6","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2017-Q2","10.63333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2017-Q3","10","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2017-Q4","10.13333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2018-Q1","10.8","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2018-Q2","7.4","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2018-Q3","7.866666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2018-Q4","7.566666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2019-Q1","8.8","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2019-Q2","6.5","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2019-Q3","6.766666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2019-Q4","6.366666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2020-Q1","7.333333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2020-Q2","6.833333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2020-Q3","8.266666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2020-Q4","8.1","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2021-Q1","8.433333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2021-Q2","7.866666666666667","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2021-Q3","6.433333333333333","Units"
"Cyprus","Unemployment rate","Percent","Quarterly","2021-Q4","6.066666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2004-Q1","8.733333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2004-Q2","7.9","Units"
"Italy","Unemployment rate","Percent","Quarterly","2004-Q3","7.3","Units"
"Italy","Unemployment rate","Percent","Quarterly","2004-Q4","8.266666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2005-Q1","8.333333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2005-Q2","7.566666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2005-Q3","7.066666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2005-Q4","8.166666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2006-Q1","7.7","Units"
"Italy","Unemployment rate","Percent","Quarterly","2006-Q2","6.633333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2006-Q3","6.2","Units"
"Italy","Unemployment rate","Percent","Quarterly","2006-Q4","6.933333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2007-Q1","6.466666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2007-Q2","5.733333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2007-Q3","5.733333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2007-Q4","6.666666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2008-Q1","7.066666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2008-Q2","6.8","Units"
"Italy","Unemployment rate","Percent","Quarterly","2008-Q3","6.133333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2008-Q4","7.1","Units"
"Italy","Unemployment rate","Percent","Quarterly","2009-Q1","8.033333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2009-Q2","7.4","Units"
"Italy","Unemployment rate","Percent","Quarterly","2009-Q3","7.4","Units"
"Italy","Unemployment rate","Percent","Quarterly","2009-Q4","8.666666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2010-Q1","9.233333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2010-Q2","8.5","Units"
"Italy","Unemployment rate","Percent","Quarterly","2010-Q3","7.6","Units"
"Italy","Unemployment rate","Percent","Quarterly","2010-Q4","8.833333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2011-Q1","8.733333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2011-Q2","7.933333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2011-Q3","7.666666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2011-Q4","9.7","Units"
"Italy","Unemployment rate","Percent","Quarterly","2012-Q1","11.03333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2012-Q2","10.7","Units"
"Italy","Unemployment rate","Percent","Quarterly","2012-Q3","10","Units"
"Italy","Unemployment rate","Percent","Quarterly","2012-Q4","11.8","Units"
"Italy","Unemployment rate","Percent","Quarterly","2013-Q1","12.96666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2013-Q2","12.23333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2013-Q3","11.46666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2013-Q4","12.8","Units"
"Italy","Unemployment rate","Percent","Quarterly","2014-Q1","13.73333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2014-Q2","12.33333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2014-Q3","11.86666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2014-Q4","13.36666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2015-Q1","13.13333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2015-Q2","12.23333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2015-Q3","10.63333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2015-Q4","12","Units"
"Italy","Unemployment rate","Percent","Quarterly","2016-Q1","12.16666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2016-Q2","11.63333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2016-Q3","10.93333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2016-Q4","12.26666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2017-Q1","12.2","Units"
"Italy","Unemployment rate","Percent","Quarterly","2017-Q2","11.03333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2017-Q3","10.6","Units"
"Italy","Unemployment rate","Percent","Quarterly","2017-Q4","11.2","Units"
"Italy","Unemployment rate","Percent","Quarterly","2018-Q1","11.56666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2018-Q2","10.7","Units"
"Italy","Unemployment rate","Percent","Quarterly","2018-Q3","9.333333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2018-Q4","10.8","Units"
"Italy","Unemployment rate","Percent","Quarterly","2019-Q1","11.03333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2019-Q2","9.7","Units"
"Italy","Unemployment rate","Percent","Quarterly","2019-Q3","9.133333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2019-Q4","9.866666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2020-Q1","9.366666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2020-Q2","7.933333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2020-Q3","10.2","Units"
"Italy","Unemployment rate","Percent","Quarterly","2020-Q4","9.7","Units"
"Italy","Unemployment rate","Percent","Quarterly","2021-Q1","10.66666666666667","Units"
"Italy","Unemployment rate","Percent","Quarterly","2021-Q2","9.633333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2021-Q3","8.833333333333333","Units"
"Italy","Unemployment rate","Percent","Quarterly","2021-Q4","9.1","Units"
